order_id;customer;paid;created_at
14987576452870392979;Lola Bode;true;2213-05-22T16:08:55.067342584Z
638002794201564283;Broderick Wisoky;true;2149-05-03T23:22:31.389391892Z
16034682430459132799;Floyd Hudson;true;1680-05-01T17:51:17.085297169Z
8106864998322768357;Amani Walter;true;2089-11-08T11:45:08.748605986Z
6022148318649249892;Jasmin Tillman;true;1784-01-19T13:22:08.716220843Z
14840602758801941100;Gabriella Hamill;false;2231-09-12T13:22:45.609782090Z
17777927756600403421;Vance Sporer;true;1927-09-07T04:11:34.275748677Z
3009682551942542664;Avery DuBuque;true;2201-10-26T12:23:29.129005365Z
6282032941900738855;Lurline Langosh;false;1912-06-07T16:30:47.259186590Z
17039621075324390008;Clair Kihn;true;1883-11-26T04:44:20.203170206Z
